county_name,number_of_cases,eligible_individuals,individuals_under_5,individuals_5-17,individuals_18-59,individuals_60-64,individuals_over_64,total_snap_payments,avg_snap_payment,month,year,payment_inflation_adjusted
Caldwell,2554,6092,931,2396,2021,230,514,"$1,017,740.00",$398.49,November,2022,$433.64
Coryell,3568,8823,1220,3178,3593,305,527,"$1,392,238.00",$390.20,November,2022,$424.63
Falls,1373,2841,363,928,1064,145,341,"$464,627.00",$338.40,November,2022,$368.26
Fayette,886,1855,257,605,670,89,234,"$297,076.00",$335.30,November,2022,$364.88
Freestone,1156,2537,324,890,962,127,234,"$405,049.00",$350.39,November,2022,$381.30
Gillespie,524,1223,183,454,406,38,142,"$177,169.00",$338.11,November,2022,$367.94
Hays,6544,15227,2270,5649,5777,412,1119,"$2,601,487.00",$397.54,November,2022,$432.61
Lampasas,1057,2288,268,718,922,144,236,"$369,256.00",$349.34,November,2022,$380.16
Lee,796,1776,261,691,593,93,138,"$290,992.00",$365.57,November,2022,$397.82
Limestone,1692,3646,475,1218,1416,178,359,"$577,954.00",$341.58,November,2022,$371.72
Llano,936,2002,255,643,706,123,275,"$309,116.00",$330.25,November,2022,$359.39
McLennan,15419,34236,4802,12143,13162,1444,2685,"$5,630,686.00",$365.18,November,2022,$397.40
Milam,1755,3774,452,1247,1455,208,412,"$615,940.00",$350.96,November,2022,$381.93
Mills,191,409,57,128,166,20,38,"$64,565.00",$338.04,November,2022,$367.86
San Saba,327,724,74,245,277,27,101,"$107,420.00",$328.50,November,2022,$357.48
Travis,40550,83764,12916,30465,29996,3265,7122,"$15,246,402.00",$375.99,November,2022,$409.16
Williamson,12063,27948,3934,10235,10454,823,2502,"$4,836,923.00",$400.97,November,2022,$436.35
Bastrop,4917,11451,1748,4711,3758,435,799,"$1,989,375.00",$404.59,December,2022,$441.64
Bell,21989,52716,7352,19472,20844,1892,3156,"$8,760,636.00",$398.41,December,2022,$434.89
Blanco,276,550,68,159,206,32,85,"$84,649.00",$306.70,December,2022,$334.79
Burnet,1652,3544,468,1183,1291,187,415,"$570,214.00",$345.17,December,2022,$376.77
Caldwell,2568,6138,921,2425,2040,238,514,"$1,023,385.00",$398.51,December,2022,$435.01
Coryell,3595,8911,1228,3226,3620,306,531,"$1,396,243.00",$388.38,December,2022,$423.95
Falls,1363,2818,344,929,1057,142,346,"$458,103.00",$336.10,December,2022,$366.88
Fayette,893,1873,259,618,672,90,234,"$296,899.00",$332.47,December,2022,$362.92
Freestone,1172,2583,326,913,978,128,238,"$411,201.00",$350.85,December,2022,$382.98
Gillespie,521,1211,173,446,407,44,141,"$173,549.00",$333.11,December,2022,$363.61
Hays,6613,15389,2270,5748,5842,403,1126,"$2,632,963.00",$398.15,December,2022,$434.61
Lampasas,1061,2281,270,712,913,146,240,"$371,486.00",$350.13,December,2022,$382.19
Lee,809,1833,274,717,603,93,146,"$293,956.00",$363.36,December,2022,$396.63
Limestone,1671,3611,473,1209,1400,176,353,"$568,764.00",$340.37,December,2022,$371.54
Llano,959,2028,247,651,709,139,282,"$309,175.00",$322.39,December,2022,$351.92
McLennan,15450,34231,4774,12134,13195,1452,2676,"$5,625,104.00",$364.08,December,2022,$397.43
Milam,1756,3782,432,1269,1463,209,409,"$617,797.00",$351.82,December,2022,$384.04
Mills,193,409,53,124,171,22,39,"$65,600.00",$339.90,December,2022,$371.02
San Saba,334,753,80,259,284,26,104,"$113,070.00",$338.53,December,2022,$369.53
Travis,41220,84869,12967,30861,30609,3312,7120,"$15,485,116.00",$375.67,December,2022,$410.07
Williamson,12246,28263,3913,10339,10662,840,2509,"$4,888,796.00",$399.22,December,2022,$435.77
Bastrop,4946,11496,1780,4725,3750,433,808,"$1,970,642.00",$398.43,January,2023,$431.47
Bell,21994,52448,7235,19347,20806,1904,3156,"$8,490,930.00",$386.06,January,2023,$418.07
Blanco,279,556,74,160,202,33,87,"$84,573.00",$303.13,January,2023,$328.26
Burnet,1651,3554,481,1184,1290,183,416,"$549,671.00",$332.93,January,2023,$360.54
Caldwell,2582,6152,924,2409,2070,234,515,"$1,001,880.00",$388.02,January,2023,$420.19
Coryell,3639,9000,1225,3257,3690,300,528,"$1,375,979.00",$378.12,January,2023,$409.47
Falls,1381,2837,349,916,1060,151,361,"$437,777.00",$317.00,January,2023,$343.28
Fayette,881,1856,255,613,669,90,229,"$279,203.00",$316.92,January,2023,$343.19
Freestone,1165,2558,327,888,985,126,232,"$400,786.00",$344.02,January,2023,$372.55
Gillespie,522,1191,162,437,403,44,145,"$166,265.00",$318.52,January,2023,$344.93
Hays,6570,15238,2255,5653,5808,409,1113,"$2,556,387.00",$389.10,January,2023,$421.36
Lampasas,1074,2288,263,708,923,147,247,"$359,656.00",$334.88,January,2023,$362.64
Lee,823,1870,277,730,623,97,143,"$299,274.00",$363.64,January,2023,$393.79
Limestone,1671,3584,477,1190,1386,175,356,"$546,051.00",$326.78,January,2023,$353.88
Llano,960,2029,248,652,713,136,280,"$296,558.00",$308.91,January,2023,$334.53
McLennan,15494,34192,4762,12054,13230,1464,2682,"$5,439,612.00",$351.08,January,2023,$380.19
Milam,1754,3741,426,1246,1448,209,412,"$589,696.00",$336.20,January,2023,$364.08
Mills,194,406,50,126,165,24,41,"$61,597.00",$317.51,January,2023,$343.84
San Saba,332,747,76,261,282,27,101,"$108,335.00",$326.31,January,2023,$353.37
Travis,41519,85166,12907,30803,30949,3327,7180,"$15,222,217.00",$366.63,January,2023,$397.03
Williamson,12342,28365,3939,10330,10724,848,2524,"$4,801,311.00",$389.02,January,2023,$421.28
Bastrop,4840,11072,1719,4486,3628,430,809,"$1,886,097.00",$389.69,February,2023,$419.66
Bell,21385,50408,6902,18467,19948,1886,3205,"$8,072,611.00",$377.49,February,2023,$406.52
Blanco,272,551,76,159,198,33,85,"$84,369.00",$310.18,February,2023,$334.03
Burnet,1609,3406,439,1126,1244,184,413,"$524,263.00",$325.83,February,2023,$350.89
Caldwell,2534,5912,887,2285,1995,232,513,"$959,139.00",$378.51,February,2023,$407.62
Coryell,3569,8740,1185,3134,3580,305,536,"$1,319,660.00",$369.76,February,2023,$398.19
Falls,1349,2749,330,893,1018,147,361,"$425,088.00",$315.11,February,2023,$339.35
Fayette,875,1839,252,604,665,87,231,"$274,072.00",$313.23,February,2023,$337.31
Freestone,1141,2468,299,854,957,123,235,"$378,436.00",$331.67,February,2023,$357.18
Gillespie,517,1167,158,423,397,46,143,"$163,384.00",$316.02,February,2023,$340.33
Hays,6447,14783,2206,5411,5650,410,1106,"$2,456,167.00",$380.98,February,2023,$410.28
Lampasas,1046,2228,252,695,887,151,243,"$347,059.00",$331.80,February,2023,$357.31
Lee,821,1835,263,708,620,99,145,"$292,575.00",$356.36,February,2023,$383.77
Limestone,1624,3448,447,1137,1346,164,354,"$522,895.00",$321.98,February,2023,$346.74
Llano,934,1942,235,618,683,135,271,"$285,675.00",$305.86,February,2023,$329.38
McLennan,15180,33064,4587,11512,12843,1445,2677,"$5,237,699.00",$345.04,February,2023,$371.57
Milam,1734,3638,413,1199,1409,206,411,"$562,533.00",$324.41,February,2023,$349.36
Mills,187,386,49,116,156,23,42,"$56,774.00",$303.60,February,2023,$326.95
San Saba,324,725,72,256,272,26,99,"$104,078.00",$321.23,February,2023,$345.93
Travis,40478,82176,12464,29403,29829,3330,7150,"$14,632,213.00",$361.49,February,2023,$389.29
Williamson,11922,27174,3724,9853,10241,848,2508,"$4,563,867.00",$382.81,February,2023,$412.25
Bastrop,4721,10676,1652,4299,3485,423,817,"$1,806,445.00",$382.64,March,2023,$410.71
Bell,20777,48319,6639,17456,19127,1870,3227,"$7,697,144.00",$370.46,March,2023,$397.64
Blanco,268,509,65,143,182,34,85,"$76,711.00",$286.24,March,2023,$307.23
Burnet,1583,3331,420,1106,1203,188,414,"$503,842.00",$318.28,March,2023,$341.63
Caldwell,2471,5724,870,2174,1929,230,521,"$934,319.00",$378.11,March,2023,$405.85
Coryell,3497,8403,1131,2962,3459,315,536,"$1,262,418.00",$361.00,March,2023,$387.48
Falls,1317,2691,335,878,985,140,353,"$412,494.00",$313.21,March,2023,$336.18
Fayette,868,1834,246,611,667,86,224,"$272,862.00",$314.36,March,2023,$337.42
Freestone,1132,2411,302,806,939,123,241,"$366,867.00",$324.09,March,2023,$347.86
Gillespie,515,1165,162,420,394,45,144,"$162,034.00",$314.63,March,2023,$337.71
Hays,6291,14162,2087,5125,5431,412,1107,"$2,345,957.00",$372.91,March,2023,$400.26
Lampasas,1019,2148,241,660,859,146,242,"$334,188.00",$327.96,March,2023,$352.01
Lee,835,1844,257,712,629,99,147,"$291,367.00",$348.94,March,2023,$374.54
Limestone,1592,3338,437,1072,1307,169,353,"$502,278.00",$315.50,March,2023,$338.64
Llano,911,1855,218,573,653,138,273,"$274,623.00",$301.45,March,2023,$323.56
McLennan,14855,31993,4353,11056,12482,1435,2667,"$5,028,637.00",$338.51,March,2023,$363.35
Milam,1697,3523,417,1123,1361,206,416,"$542,860.00",$319.89,March,2023,$343.36
Mills,189,388,45,120,161,23,39,"$57,150.00",$302.38,March,2023,$324.56
San Saba,325,721,73,249,275,27,97,"$102,133.00",$314.26,March,2023,$337.31
Travis,39768,79628,11985,28076,29068,3327,7172,"$14,138,048.00",$355.51,March,2023,$381.59
Williamson,11613,26184,3588,9400,9851,832,2513,"$4,382,169.00",$377.35,March,2023,$405.03
Bastrop,4723,10670,1657,4294,3475,425,819,"$1,820,596.00",$385.47,April ,2023,$411.67
Bell,20612,48044,6603,17393,18896,1878,3274,"$7,718,244.00",$374.45,April ,2023,$399.90
Blanco,273,529,63,154,191,37,84,"$79,143.00",$289.90,April ,2023,$309.60
Burnet,1545,3272,422,1088,1170,177,415,"$498,398.00",$322.59,April ,2023,$344.51
Caldwell,2460,5684,856,2160,1913,230,525,"$924,168.00",$375.68,April ,2023,$401.20
Coryell,3450,8332,1136,2942,3401,314,539,"$1,258,805.00",$364.87,April ,2023,$389.66
Falls,1302,2655,338,854,969,139,355,"$409,486.00",$314.51,April ,2023,$335.88
Fayette,870,1840,249,615,669,80,227,"$276,941.00",$318.32,April ,2023,$339.95
Freestone,1127,2401,302,805,921,125,248,"$376,377.00",$333.96,April ,2023,$356.66
Gillespie,515,1174,164,421,397,48,144,"$162,825.00",$316.17,April ,2023,$337.65
Hays,6286,14117,2084,5097,5404,401,1131,"$2,358,136.00",$375.14,April ,2023,$400.63
Lampasas,1034,2193,256,678,865,144,250,"$343,173.00",$331.89,April ,2023,$354.44
Lee,813,1782,252,675,608,95,152,"$284,261.00",$349.64,April ,2023,$373.40
Limestone,1587,3326,435,1072,1300,169,350,"$507,470.00",$319.77,April ,2023,$341.49
Llano,896,1801,204,550,643,136,268,"$266,825.00",$297.80,April ,2023,$318.03
McLennan,14805,31909,4354,11022,12401,1442,2690,"$5,052,835.00",$341.29,April ,2023,$364.48
Milam,1692,3510,416,1114,1344,215,421,"$540,951.00",$319.71,April ,2023,$341.43
Mills,184,374,42,114,156,24,38,"$56,816.00",$308.78,April ,2023,$329.76
San Saba,319,688,66,237,261,24,100,"$99,608.00",$312.25,April ,2023,$333.47
Travis,39349,78936,11931,27837,28631,3354,7183,"$14,063,003.00",$357.39,April ,2023,$381.68
Williamson,11489,25834,3519,9250,9675,843,2547,"$4,343,468.00",$378.05,April ,2023,$403.74
Bastrop,4656,10511,1662,4190,3417,424,818,"$1,779,100.00",$382.11,May ,2023,$407.05
Bell,20291,47237,6572,17042,18461,1868,3294,"$7,535,827.00",$371.39,May ,2023,$395.63
Blanco,277,557,64,170,202,38,83,"$82,622.00",$298.27,May ,2023,$317.74
Burnet,1533,3173,404,1029,1150,172,418,"$482,268.00",$314.59,May ,2023,$335.12
Caldwell,2412,5573,844,2112,1860,235,522,"$898,375.00",$372.46,May ,2023,$396.77
Coryell,3392,8147,1113,2863,3323,313,535,"$1,227,745.00",$361.95,May ,2023,$385.58
Falls,1288,2618,336,825,959,137,361,"$405,517.00",$314.84,May ,2023,$335.39
Fayette,866,1813,237,603,661,78,234,"$272,879.00",$315.10,May ,2023,$335.67
Freestone,1136,2381,293,791,927,125,245,"$369,383.00",$325.16,May ,2023,$346.38
Gillespie,502,1135,160,401,384,48,142,"$157,022.00",$312.79,May ,2023,$333.21
Hays,6181,13924,2078,5017,5287,397,1145,"$2,301,443.00",$372.34,May ,2023,$396.64
Lampasas,1022,2172,251,668,855,148,250,"$338,457.00",$331.17,May ,2023,$352.79
Lee,819,1802,257,681,619,97,148,"$280,440.00",$342.42,May ,2023,$364.77
Limestone,1583,3337,443,1075,1298,159,362,"$506,793.00",$320.15,May ,2023,$341.04
Llano,885,1736,184,525,616,139,272,"$255,738.00",$288.97,May ,2023,$307.83
McLennan,14597,31327,4296,10778,12134,1421,2698,"$4,961,331.00",$339.89,May ,2023,$362.07
Milam,1663,3439,415,1105,1291,216,412,"$529,065.00",$318.14,May ,2023,$338.90
Mills,186,375,44,113,155,24,39,"$54,808.00",$294.67,May ,2023,$313.90
San Saba,313,677,62,232,259,24,100,"$95,753.00",$305.92,May ,2023,$325.89
Travis,38650,77477,11795,27192,27880,3370,7240,"$13,733,191.00",$355.32,May ,2023,$378.51
Williamson,11271,25247,3478,8980,9367,854,2568,"$4,219,793.00",$374.39,May ,2023,$398.83
Bastrop,4629,10464,1676,4135,3413,426,814,"$1,758,116.00",$379.80,June ,2023,$403.29
Bell,20188,46885,6527,16940,18258,1877,3283,"$7,465,985.00",$369.82,June ,2023,$392.69
Blanco,272,547,63,169,200,37,78,"$79,295.00",$291.53,June ,2023,$309.55
Burnet,1516,3128,407,1006,1123,178,414,"$464,022.00",$306.08,June ,2023,$325.01
Caldwell,2393,5566,844,2118,1846,237,521,"$893,742.00",$373.48,June ,2023,$396.58
Coryell,3351,8068,1114,2845,3261,306,542,"$1,205,401.00",$359.71,June ,2023,$381.96
Falls,1300,2626,341,811,979,135,360,"$403,865.00",$310.67,June ,2023,$329.88
Fayette,847,1751,237,573,633,74,234,"$265,991.00",$314.04,June ,2023,$333.46
Freestone,1108,2325,298,761,896,128,242,"$355,123.00",$320.51,June ,2023,$340.33
Gillespie,493,1105,151,386,376,51,141,"$150,835.00",$305.95,June ,2023,$324.87
Hays,6191,13897,2107,4942,5294,407,1147,"$2,293,627.00",$370.48,June ,2023,$393.39
Lampasas,994,2080,235,634,825,144,242,"$324,043.00",$326.00,June ,2023,$346.16
Lee,805,1780,258,673,609,96,144,"$277,866.00",$345.18,June ,2023,$366.52
Limestone,1573,3320,444,1078,1269,166,363,"$496,385.00",$315.57,June ,2023,$335.08
Llano,853,1625,182,463,567,140,273,"$239,779.00",$281.10,June ,2023,$298.48
McLennan,14594,31155,4300,10671,12046,1408,2730,"$4,917,068.00",$336.92,June ,2023,$357.76
Milam,1639,3419,418,1099,1274,221,407,"$526,077.00",$320.97,June ,2023,$340.82
Mills,189,389,51,115,159,25,39,"$57,590.00",$304.71,June ,2023,$323.55
San Saba,306,661,60,228,251,23,99,"$94,434.00",$308.61,June ,2023,$327.69
Travis,38434,76453,11670,26447,27721,3363,7252,"$13,442,169.00",$349.75,June ,2023,$371.37
Williamson,11187,24928,3463,8783,9229,843,2610,"$4,135,997.00",$369.71,June ,2023,$392.58
Bastrop,4660,10567,1696,4154,3461,432,824,"$1,763,961.00",$378.53,July,2023,$401.17
Bell,20302,47151,6594,17006,18367,1872,3312,"$7,556,424.00",$372.20,July,2023,$394.46
Blanco,266,530,60,164,192,36,78,"$75,816.00",$285.02,July,2023,$302.07
Burnet,1508,3126,410,1018,1105,182,411,"$469,856.00",$311.58,July,2023,$330.21
Caldwell,2370,5535,864,2081,1840,234,516,"$894,751.00",$377.53,July,2023,$400.11
Coryell,3339,8014,1101,2811,3242,309,551,"$1,198,533.00",$358.95,July,2023,$380.42
Falls,1289,2608,344,798,972,135,359,"$402,100.00",$311.95,July,2023,$330.61
Fayette,834,1732,228,573,624,73,234,"$262,608.00",$314.88,July,2023,$333.71
Freestone,1098,2319,293,774,880,127,245,"$351,972.00",$320.56,July,2023,$339.73
Gillespie,484,1072,155,368,357,51,141,"$147,134.00",$304.00,July,2023,$322.18
Hays,6217,14060,2133,5029,5337,416,1145,"$2,302,847.00",$370.41,July,2023,$392.57
Lampasas,993,2096,232,657,823,137,247,"$325,634.00",$327.93,July,2023,$347.54
Lee,813,1771,254,659,612,100,146,"$278,461.00",$342.51,July,2023,$363.00
Limestone,1589,3341,440,1074,1290,168,369,"$498,176.00",$313.52,July,2023,$332.27
Llano,853,1634,181,461,579,139,274,"$238,412.00",$279.50,July,2023,$296.22
McLennan,14705,31434,4393,10683,12202,1417,2739,"$5,009,553.00",$340.67,July,2023,$361.05
Milam,1640,3452,424,1111,1296,226,395,"$538,697.00",$328.47,July,2023,$348.12
Mills,194,387,48,107,168,24,40,"$59,549.00",$306.95,July,2023,$325.31
San Saba,307,651,56,224,250,24,97,"$95,392.00",$310.72,July,2023,$329.31
Travis,38704,77104,11816,26603,27969,3401,7315,"$13,621,110.00",$351.93,July,2023,$372.98
Williamson,11203,25015,3510,8801,9219,853,2632,"$4,160,417.00",$371.37,July,2023,$393.58
Bastrop,4690,10649,1706,4193,3494,433,823,"$1,783,675.00",$380.31,August,2023,$401.31
Bell,20320,47016,6601,16922,18284,1879,3330,"$7,568,430.00",$372.46,August,2023,$393.02
Blanco,269,527,65,158,188,38,78,"$78,939.00",$293.45,August,2023,$309.65
Burnet,1528,3141,396,1022,1126,179,418,"$472,588.00",$309.29,August,2023,$326.36
Caldwell,2407,5642,884,2145,1862,234,517,"$913,363.00",$379.46,August,2023,$400.41
Coryell,3361,8035,1131,2790,3243,315,556,"$1,194,793.00",$355.49,August,2023,$375.11
Falls,1282,2627,352,819,960,142,354,"$403,662.00",$314.87,August,2023,$332.25
Fayette,831,1747,233,587,614,75,238,"$260,027.00",$312.91,August,2023,$330.18
Freestone,1086,2274,278,756,871,130,239,"$353,671.00",$325.66,August,2023,$343.64
Gillespie,489,1086,159,378,352,53,144,"$149,442.00",$305.61,August,2023,$322.48
Hays,6306,14290,2187,5135,5407,419,1142,"$2,338,767.00",$370.88,August,2023,$391.35
Lampasas,1012,2118,220,671,834,139,254,"$336,431.00",$332.44,August,2023,$350.79
Lee,804,1740,259,635,600,101,145,"$271,350.00",$337.50,August,2023,$356.13
Limestone,1555,3272,440,1053,1244,167,368,"$498,307.00",$320.45,August,2023,$338.15
Llano,855,1657,190,477,577,137,276,"$239,610.00",$280.25,August,2023,$295.72
McLennan,14776,31598,4439,10764,12202,1436,2757,"$5,021,587.00",$339.85,August,2023,$358.61
Milam,1656,3498,438,1130,1300,225,405,"$555,030.00",$335.16,August,2023,$353.67
Mills,189,371,44,104,159,24,40,"$55,514.00",$293.72,August,2023,$309.94
San Saba,308,633,53,211,241,24,104,"$91,916.00",$298.43,August,2023,$314.90
Travis,38902,77185,11842,26501,28018,3460,7364,"$13,710,474.00",$352.44,August,2023,$371.89
Williamson,11249,25260,3578,8896,9291,858,2637,"$4,197,417.00",$373.14,August,2023,$393.74
Bastrop,4678,10629,1730,4171,3457,440,831,"$1,787,316.00",$382.07,September,2023,$402.16
Bell,20093,46500,6526,16743,18039,1874,3318,"$7,499,104.00",$373.22,September,2023,$392.85
Blanco,278,561,72,175,191,41,82,"$86,079.00",$309.64,September,2023,$325.92
Burnet,1513,3119,407,1006,1112,174,420,"$470,550.00",$311.00,September,2023,$327.36
Caldwell,2380,5526,883,2076,1812,241,514,"$896,402.00",$376.64,September,2023,$396.45
Coryell,3358,8018,1134,2793,3204,320,567,"$1,191,126.00",$354.71,September,2023,$373.37
Falls,1256,2563,338,810,919,147,349,"$391,296.00",$311.54,September,2023,$327.93
Fayette,813,1710,215,592,602,72,229,"$260,000.00",$319.80,September,2023,$336.62
Freestone,1071,2247,276,753,846,126,246,"$345,792.00",$322.87,September,2023,$339.85
Gillespie,490,1101,157,389,359,50,146,"$154,111.00",$314.51,September,2023,$331.05
Hays,6264,14252,2167,5162,5358,425,1140,"$2,324,490.00",$371.09,September,2023,$390.60
Lampasas,982,2046,218,643,796,138,251,"$320,079.00",$325.95,September,2023,$343.09
Lee,818,1763,258,638,620,102,145,"$272,650.00",$333.31,September,2023,$350.84
Limestone,1545,3252,442,1050,1221,167,372,"$492,726.00",$318.92,September,2023,$335.69
Llano,839,1616,184,462,559,136,275,"$231,778.00",$276.26,September,2023,$290.78
McLennan,14617,31324,4406,10703,12041,1430,2744,"$4,975,121.00",$340.37,September,2023,$358.27
Milam,1687,3562,450,1145,1328,233,406,"$563,003.00",$333.73,September,2023,$351.28
Mills,188,376,49,108,156,20,43,"$55,959.00",$297.65,September,2023,$313.31
San Saba,302,642,53,223,242,22,102,"$94,037.00",$311.38,September,2023,$327.76
Travis,38586,76525,11700,26274,27724,3459,7368,"$13,558,191.00",$351.38,September,2023,$369.86
Williamson,11250,25138,3552,8864,9216,861,2645,"$4,171,507.00",$370.80,September,2023,$390.30
Bastrop,4702,10757,1762,4274,3442,441,838,"$1,913,840.00",$407.03,October ,2023,$428.60
Bell,19964,46253,6496,16672,17843,1880,3362,"$7,870,040.00",$394.21,October ,2023,$415.10
Blanco,283,575,74,185,195,37,84,"$94,055.00",$332.35,October ,2023,$349.96
Burnet,1490,3059,402,976,1080,174,427,"$494,084.00",$331.60,October ,2023,$349.17
Caldwell,2358,5479,884,2058,1778,241,518,"$941,888.00",$399.44,October ,2023,$420.61
Coryell,3336,7969,1141,2771,3168,316,573,"$1,263,156.00",$378.64,October ,2023,$398.71
Falls,1262,2597,344,831,927,146,349,"$418,661.00",$331.74,October ,2023,$349.32
Fayette,825,1766,229,612,625,72,228,"$284,163.00",$344.44,October ,2023,$362.69
Freestone,1096,2332,293,804,857,127,251,"$382,178.00",$348.70,October ,2023,$367.18
Gillespie,490,1076,151,363,360,52,150,"$164,024.00",$334.74,October ,2023,$352.48
Hays,6277,14336,2197,5211,5351,417,1160,"$2,468,871.00",$393.32,October ,2023,$414.16
Lampasas,977,2013,218,623,771,143,258,"$329,487.00",$337.24,October ,2023,$355.12
Lee,827,1782,262,653,614,99,154,"$294,337.00",$355.91,October ,2023,$374.77
Limestone,1543,3249,428,1072,1208,167,374,"$510,970.00",$331.15,October ,2023,$348.70
Llano,864,1661,200,472,579,129,281,"$254,635.00",$294.72,October ,2023,$310.33
McLennan,14517,31193,4424,10695,11875,1434,2765,"$5,245,861.00",$361.36,October ,2023,$380.51
Milam,1670,3552,454,1150,1309,235,404,"$592,591.00",$354.84,October ,2023,$373.65
Mills,190,379,45,111,157,21,45,"$59,907.00",$315.30,October ,2023,$332.01
San Saba,302,634,54,215,241,23,101,"$100,011.00",$331.16,October ,2023,$348.71
Travis,38540,76752,11761,26569,27514,3480,7428,"$14,269,636.00",$370.26,October ,2023,$389.88
Williamson,11262,25259,3594,8904,9242,877,2642,"$4,388,890.00",$389.71,October ,2023,$410.36
Bastrop,4652,10587,1751,4202,3345,447,842,"$1,874,044.00",$402.85,November,2023,$425.05
Bell,19633,45614,6445,16487,17446,1852,3384,"$7,684,766.00",$391.42,November,2023,$413.00
Blanco,279,544,66,174,182,34,88,"$90,906.00",$325.83,November,2023,$343.79
Burnet,1479,3020,404,948,1070,175,423,"$491,366.00",$332.23,November,2023,$350.54
Caldwell,2355,5516,893,2069,1798,245,511,"$936,627.00",$397.72,November,2023,$419.64
Coryell,3275,7761,1079,2715,3071,314,582,"$1,209,147.00",$369.21,November,2023,$389.56
Falls,1227,2518,336,801,890,151,340,"$405,564.00",$330.53,November,2023,$348.75
Fayette,819,1745,220,612,616,69,228,"$271,899.00",$331.99,November,2023,$350.29
Freestone,1078,2273,281,780,823,131,258,"$371,619.00",$344.73,November,2023,$363.73
Gillespie,465,1029,137,365,330,49,148,"$154,596.00",$332.46,November,2023,$350.79
Hays,6168,14057,2159,5116,5209,414,1159,"$2,415,389.00",$391.60,November,2023,$413.19
Lampasas,971,1983,220,602,762,139,260,"$325,505.00",$335.23,November,2023,$353.70
Lee,817,1768,268,634,610,98,158,"$286,432.00",$350.59,November,2023,$369.91
Limestone,1520,3147,418,1016,1171,167,375,"$499,130.00",$328.38,November,2023,$346.48
Llano,854,1656,198,485,568,124,281,"$252,928.00",$296.17,November,2023,$312.49
McLennan,14241,30687,4300,10559,11641,1420,2767,"$5,123,599.00",$359.78,November,2023,$379.61
Milam,1650,3502,443,1148,1275,227,409,"$573,994.00",$347.88,November,2023,$367.05
Mills,182,363,41,108,149,21,44,"$54,450.00",$299.18,November,2023,$315.67
San Saba,296,623,55,213,230,24,101,"$98,496.00",$332.76,November,2023,$351.10
Travis,37873,75473,11642,26125,26836,3470,7400,"$13,985,491.00",$369.27,November,2023,$389.63
Williamson,11099,24923,3515,8864,9021,881,2642,"$4,307,741.00",$388.12,November,2023,$409.51
Bastrop,4610,10537,1729,4216,3299,441,852,"$1,853,964.00",$402.16,December,2023,$424.75
Bell,19388,44965,6282,16339,17086,1854,3404,"$7,463,059.00",$384.93,December,2023,$406.55
Blanco,276,547,73,169,182,34,89,"$86,044.00",$311.75,December,2023,$329.26
Burnet,1475,3069,395,1008,1066,175,425,"$492,813.00",$334.11,December,2023,$352.88
Caldwell,2314,5370,854,2011,1755,239,511,"$905,731.00",$391.41,December,2023,$413.40
Coryell,3203,7648,1078,2694,2990,302,584,"$1,180,578.00",$368.59,December,2023,$389.29
Falls,1192,2463,330,780,864,154,335,"$388,953.00",$326.30,December,2023,$344.63
Fayette,796,1674,223,566,590,69,226,"$263,646.00",$331.21,December,2023,$349.82
Freestone,1059,2247,287,773,806,126,255,"$364,601.00",$344.29,December,2023,$363.63
Gillespie,455,1024,138,364,320,49,153,"$147,626.00",$324.45,December,2023,$342.68
Hays,6066,13899,2120,5092,5111,412,1164,"$2,346,508.00",$386.83,December,2023,$408.56
Lampasas,959,1980,221,618,754,137,250,"$321,611.00",$335.36,December,2023,$354.20
Lee,808,1745,278,606,604,98,159,"$277,968.00",$344.02,December,2023,$363.34
Limestone,1476,3074,393,1005,1135,167,374,"$485,657.00",$329.04,December,2023,$347.52
Llano,850,1662,195,501,554,122,290,"$252,237.00",$296.75,December,2023,$313.42
McLennan,14069,30398,4255,10543,11393,1423,2784,"$5,004,111.00",$355.68,December,2023,$375.66
Milam,1636,3497,437,1165,1263,222,410,"$561,584.00",$343.27,December,2023,$362.55
Mills,174,343,38,100,139,21,45,"$51,240.00",$294.48,December,2023,$311.02
San Saba,289,625,62,209,232,23,99,"$94,713.00",$327.73,December,2023,$346.14
Travis,36892,73761,11444,25643,25859,3434,7381,"$13,508,592.00",$366.17,December,2023,$386.73
Williamson,10921,24526,3465,8729,8796,866,2670,"$4,188,984.00",$383.57,December,2023,$405.12
Bastrop,4602,10475,1757,4147,3270,443,858,"$1,805,434.00",$392.32,January,2024,$412.11
Bell,19177,44296,6143,16077,16817,1841,3418,"$7,260,960.00",$378.63,January,2024,$397.73
Blanco,270,537,72,166,178,30,91,"$82,844.00",$306.83,January,2024,$322.31
Burnet,1465,2989,383,963,1037,173,433,"$476,847.00",$325.49,January,2024,$341.91
Caldwell,2291,5335,871,1983,1743,234,504,"$886,103.00",$386.78,January,2024,$406.29
Coryell,3169,7513,1075,2619,2931,299,589,"$1,146,844.00",$361.89,January,2024,$380.15
Falls,1205,2545,346,823,886,155,335,"$388,441.00",$322.36,January,2024,$338.62
Fayette,781,1605,202,536,575,65,227,"$250,449.00",$320.68,January,2024,$336.85
Freestone,1039,2184,282,740,783,125,254,"$345,352.00",$332.39,January,2024,$349.16
Gillespie,442,979,143,325,315,50,146,"$142,071.00",$321.43,January,2024,$337.64
Hays,6066,13781,2105,5023,5060,424,1169,"$2,281,947.00",$376.19,January,2024,$395.16
Lampasas,954,1943,223,595,743,138,244,"$308,902.00",$323.80,January,2024,$340.13
