county,census_tract,population_size,food_insecure_population_percent,food_insecure_population
Travis,405,6523,0.2411504375,1573.0243038125
Travis,406,3516,0.3053666644,1073.6691920304
Travis,407,7096,0.3576816301,2538.1088471896
Travis,408,5406,0.2180511352,1178.7844368912
Travis,409,6507,0.2587403825,1683.6236689275
Travis,410,7138,0.2461952559,1757.3417366142
Travis,411,1564,0.1314166035,205.535567874
Travis,412,3108,0.1998042268,620.9915368944
Travis,413,4393,0.1265560437,555.9606999741
Travis,414,2838,0.1447586451,410.8250347938
Travis,415,3107,0.2050193873,636.9952363411
Travis,416,8459,0.2416462868,2044.0859400412
Travis,417,2666,0.1287316548,343.1985916968
Travis,418,3947,0.20190655,796.92515285
Travis,419,3283,0.1573025634,516.4243156422
Travis,420,2681,0.0884391829,237.1054493549
Travis,421,4956,0.1636850176,811.2229472256
Travis,422,3941,0.177501631,699.533927771
Travis,423,3858,0.147744071,569.996625918
Travis,424,11382,0.1070063689,1217.9464908198
Travis,425,7105,0.1130584435,803.2802410675
Travis,426,3742,0.2208752316,826.5151166472
Travis,427,4984,0.1312170182,653.9856187088
Travis,428,8274,0.1784313844,1476.3412745256
Travis,429,3241,0.2338031048,757.7558626568
Travis,430,3481,0.2043465061,711.3301877341
Travis,431,2307,0.2297832202,530.1098890014
Travis,432,3350,0.2936245148,983.64212458
Travis,433,4086,0.2643750079,1080.2362822794
Travis,434,5355,0.2599574702,1392.072252921
Travis,435,7129,0.1816222743,1294.7851934847
Travis,436,4599,0.2047704364,941.7392370036
Travis,437,2537,0.2140788677,543.1180873549
Travis,438,3644,0.1464026428,533.4912303632
Travis,439,7551,0.1660286947,1253.6826736797
Travis,440,5366,0.2580091189,1384.4769320174
Travis,441,2852,0.2445225395,697.378282654
Travis,442,5684,0.1998002326,1135.6645220984
Travis,443,6896,0.1923887567,1326.7128662032
Travis,444,5946,0.1590952191,945.9801727686
Travis,445,5274,0.1354327927,714.2725486998
Travis,446,4334,0.155682013,674.725844342
Travis,447,1969,0.1348758519,265.5705523911
Travis,448,4206,0.1610819651,677.5107452106
Travis,449,10977,0.2302768786,2527.7492963922
Travis,450,2437,0.1442917769,351.6390603053
Travis,451,3250,0.1542125999,501.190949675
Travis,452,3930,0.1326027948,521.128983564
Travis,453,4108,0.1865695027,766.4275170916
Travis,454,6281,0.1744250223,1095.5635650663
Travis,455,4594,0.2222616241,1021.0699011154
Travis,456,5088,0.1404629366,714.6754214208
Travis,457,3361,0.1875721495,630.4299944695
Travis,458,4391,0.2252882743,989.2408124513
Travis,459,13357,0.1478470486,1974.7930281502
Travis,460,4823,0.1702537468,821.1338208164
Travis,461,5573,0.1460568275,813.9746996575
Travis,462,7100,0.1454449782,1032.65934522
Travis,463,1936,0.2033245275,393.63628524
Travis,464,3248,0.1447994474,470.3086051552
Travis,465,3455,0.2120326694,732.572872777
Travis,466,11233,0.1166715758,1310.5718109614
Travis,467,3572,0.1228873038,438.9534491736
Travis,468,11450,0.1337156173,1531.043818085
Travis,469,8199,0.104814109,859.370879691
Travis,470,1455,0.0781728814,113.741542437
Travis,9800,0,0.16492,0
Williamson,201.06,3964,0.0972031973,385.3134740972
Williamson,201.08,3277,0.1084021022,355.2336889094
Williamson,201.09,4536,0.0908049005,411.891028668
Williamson,201.11,3815,0.1207945055,460.8310384825
Williamson,201.13,2789,0.2378784693,663.4430508777
Williamson,201.14,5833,0.1992162728,1162.0285192424
Williamson,201.15,6286,0.0980596986,616.4032653996
Williamson,201.16,3449,0.0892554193,307.8419411657
Williamson,201.17,2294,0.0992729495,227.732146153
Williamson,201.18,4300,0.0898241538,386.24386134
Williamson,201.19,2508,0.088341195,221.55971706
Williamson,201.2,6803,0.0993717573,676.0260649119
Williamson,201.21,2814,0.0933460792,262.6758668688
Williamson,201.22,2427,0.0900416992,218.5312039584
Williamson,201.23,3017,0.1319968926,398.2346249742
Williamson,201.24,5828,0.0765935355,446.387124894
Williamson,202.01,1478,0.1366722957,202.0016530446
Williamson,202.03,3371,0.0859064533,289.5906540743
Williamson,202.05,3993,0.1089124461,434.8873972773
Williamson,202.06,2472,0.0937677417,231.7938574824
Williamson,202.07,5720,0.1348628644,771.415584368
Williamson,202.08,2860,0.0928364263,265.512179218
Williamson,203.1,4879,0.1044019447,509.3770881913
Williamson,203.11,9693,0.1672344133,1621.0031681169
Williamson,203.19,8295,0.1159500094,961.805327973
Williamson,203.21,2142,0.1865911328,399.6782064576
Williamson,203.23,3234,0.1756700567,568.1169633678
Williamson,203.25,2428,0.1985981706,482.1963582168
Williamson,203.26,6832,0.094140526,643.168073632
Williamson,203.27,4934,0.1455726995,718.255699333
Williamson,203.29,8904,0.1170871736,1042.5441937344
Williamson,203.3,4174,0.1193009798,497.9622896852
Williamson,203.31,7001,0.1314211666,920.0795873666
Williamson,203.32,3609,0.1177418259,424.9302496731
Williamson,203.33,5565,0.1283700793,714.3794913045
Williamson,203.34,6688,0.1731114044,1157.7690726272
Williamson,203.35,3367,0.1025441945,345.2663028815
Williamson,203.36,4516,0.1595998195,720.752784862
Williamson,203.37,5416,0.0801927782,434.3240867312
Williamson,203.38,5880,0.1128871118,663.776217384
Williamson,203.39,2995,0.1479984772,443.255439214
Williamson,203.4,2799,0.1276213774,357.2122353426
Williamson,203.41,3924,0.1470176289,576.8971758036
Williamson,203.42,3663,0.0998604542,365.7888437346
Williamson,203.43,2960,0.1620911728,479.789871488
Williamson,203.44,5047,0.1520354019,767.3226733893
Williamson,203.45,8638,0.0832717542,719.3014127796
Williamson,203.46,1466,0.1588673616,232.8995521056
Williamson,203.47,2893,0.1346491338,389.5399440834
Williamson,203.48,2514,0.1385231124,348.2471045736
Williamson,203.49,3534,0.1341975698,474.2542116732
Williamson,203.5,6982,0.1103369781,770.3727810942
Williamson,203.51,4837,0.1131146578,547.1355997786
Williamson,203.52,2461,0.1391869289,342.5390320229
Williamson,203.53,3242,0.1237130536,401.0777197712
Williamson,203.54,4024,0.1162519903,467.7980089672
Williamson,203.55,3276,0.112987849,370.148193324
Williamson,203.56,2906,0.1465476922,425.8675935332
Williamson,204.03,2493,0.1293703601,322.5203077293
Williamson,204.04,4090,0.1139305491,465.975945819
Williamson,204.05,7493,0.1599661013,1198.6259970409
Williamson,204.06,7006,0.1876967944,1315.0037415664
Williamson,204.08,5090,0.1619786803,824.471482727
Williamson,204.09,6046,0.1431141143,865.2679350578
Williamson,204.1,5705,0.1307755078,746.074271999
Williamson,204.11,5834,0.1205880559,703.5107181206
Williamson,205.03,5813,0.1201207571,698.2619610223
Williamson,205.05,3168,0.0728892236,230.9130603648
Williamson,205.07,3826,0.1311663274,501.8423686324
Williamson,205.08,4618,0.1578941762,729.1553056916
Williamson,205.09,7396,0.1004775732,743.1321313872
Williamson,205.11,3835,0.186739545,716.146155075
Williamson,205.12,3495,0.1951980959,682.2173451705
Williamson,205.13,3488,0.2079738237,725.4126970656
Williamson,205.14,4257,0.0986366025,419.8960168425
Williamson,205.15,3964,0.1162249905,460.715862342
Williamson,205.16,6009,0.0755705945,454.1037023505
Williamson,205.17,6566,0.1121871106,736.6205681996
Williamson,206.02,4738,0.1398030162,662.3866907556
Williamson,206.04,9742,0.1043715866,1016.7879966572
Williamson,206.06,4136,0.0791704671,327.4490519256
Williamson,206.07,7097,0.0807940744,573.3955460168
Williamson,206.08,6477,0.0944927338,612.0294368226
Williamson,206.09,2382,0.0742090718,176.7660090276
Williamson,207.01,2868,0.2271890956,651.5783261808
Williamson,207.04,7057,0.2110434394,1489.3335518458
Williamson,207.06,4936,0.0889376862,438.9964190832
Williamson,207.07,6467,0.1816816756,1174.9353961052
Williamson,207.09,4058,0.1769217412,717.9484257896
Williamson,207.1,3322,0.2177989474,723.5281032628
Williamson,207.11,4237,0.106415459,450.882299783
Williamson,207.12,4943,0.1767784662,873.8159584266
Williamson,207.13,3607,0.1278258236,461.0677457252
Williamson,208.08,1930,0.1689056671,325.987937503
Williamson,208.1,6601,0.1290921469,852.1372616869
Williamson,208.11,3878,0.1311449782,508.5802254596
Williamson,208.12,5687,0.157444648,895.387713176
Williamson,208.13,8501,0.1326070721,1127.2927199221
Williamson,208.14,4903,0.0911336049,446.8280648247
Williamson,208.15,1859,0.0859814584,159.8395311656
Williamson,208.16,5859,0.1384123354,810.9578731086
Williamson,208.17,5935,0.1258641832,747.003927292
Williamson,208.18,9103,0.0998334391,908.7837961273
Williamson,208.19,1464,0.0919308034,134.5866961776
Williamson,208.2,7992,0.1324900223,1058.8602582216
Williamson,208.21,2908,0.1371412502,398.8067555816
Williamson,208.22,4571,0.1389916084,635.3306419964
Williamson,209,4924,0.1530348823,753.5437604452
Williamson,210,2978,0.2537645351,755.7107855278
Williamson,211,2874,0.2509065001,721.1052812874
Williamson,212.01,2851,0.1174942911,334.9762239261
Williamson,212.02,4229,0.1518722716,642.2678365964
Williamson,212.03,2795,0.2054215642,574.153271939
Williamson,213,3391,0.1609030256,545.6221598096
Williamson,214.02,4196,0.2253752439,945.6745234044
Williamson,214.04,5357,0.1383727565,741.2628565705
Williamson,214.05,7120,0.1439289631,1024.774217272
Williamson,214.06,4745,0.1494194884,708.995472458
Williamson,214.07,5058,0.1265718845,640.200591801
Williamson,215.02,4561,0.1912205341,872.1568560301
Williamson,215.03,4688,0.2197528041,1030.2011456208
Williamson,215.06,3577,0.1283892322,459.2482835794
Williamson,215.09,5082,0.1195442084,607.5236670888
Williamson,215.1,6906,0.1395288256,963.5860695936
Williamson,215.11,2073,0.1361082225,282.1523452425
Williamson,215.12,4622,0.1575088345,728.005833059
Williamson,215.13,3573,0.2405005594,859.3084987362
Williamson,215.14,4193,0.1752846149,734.9683902757
Williamson,215.15,4888,0.1481060935,723.942585028
Williamson,215.16,2017,0.1612545459,325.2504190803
Williamson,215.17,3559,0.1639617028,583.5397002652
Williamson,215.18,3984,0.1595322274,635.5763939616
Williamson,216.01,9777,0.1447095712,1414.8254776224
Williamson,216.02,3343,0.1231375175,411.6487210025
Williamson,216.03,3033,0.1152380293,349.5169428669
