county,census_tract,population,food_insecure_population_percent,food_insecure_population
Travis,414,2931,0.1670902387,489.7414896297
Travis,415,3081,0.2221811475,684.5401154475
Travis,416,7963,0.2209087394,1759.0962918422
Travis,417,2525,0.151885401,383.510637525
Travis,418,3709,0.219374559,813.660239331
Travis,419,3443,0.179304939,617.346904977
Travis,420,2766,0.1171099615,323.926153509
Travis,421,4796,0.1747243842,837.9781466232
Travis,422,4179,0.1993049012,832.8951821148
Travis,423,3980,0.1837280114,731.237485372
Travis,424,12326,0.1361502633,1678.1881454358
Travis,425,8854,0.147276749,1303.988335646
Travis,426,3673,0.2319817128,852.0688311144
Travis,427,4947,0.162291463,802.855867461
Travis,428,8332,0.2044987452,1703.8835450064
Travis,429,3228,0.2597709577,838.5406514556
Travis,430,3535,0.228154471,806.526054985
Travis,431,2151,0.2370024178,509.7922006878
Travis,432,3092,0.3035070612,938.4438332304
Travis,433,3999,0.2740713378,1096.0112798622
Travis,434,5049,0.2766624068,1396.8684919332
Travis,435,7707,0.1924022886,1482.8444382402
Travis,436,4554,0.2373164889,1080.7392904506
Travis,437,2358,0.2304373405,543.371248899
Travis,438,3961,0.1834914303,726.8095554183
Travis,439,7867,0.2096922726,1649.6491085442
Travis,440,5222,0.2807393743,1466.0210125946
Travis,441,3117,0.2499422994,779.0701472298
Travis,442,6386,0.2080435164,1328.5658957304
Travis,443,6882,0.2014685728,1386.5067180096
Travis,444,6323,0.1926694995,1218.2492453385
Travis,445,5239,0.154426965,809.042869635
Travis,446,3901,0.1467533565,572.4848437065
Travis,447,1741,0.2063747918,359.2985125238
Travis,448,4370,0.1942811112,849.008455944
Travis,449,10904,0.2635585916,2873.8428828064
Travis,450,2379,0.1626084599,386.8455261021
Travis,451,3200,0.1867959303,597.74697696
Travis,452,4098,0.1503573229,616.1643092442
Travis,453,4021,0.2158180969,867.8045676349
Travis,454,6368,0.2125431978,1353.4750835904
Travis,455,4414,0.203654979,898.933077306
Travis,456,4970,0.1442351172,716.848532484
Travis,457,3413,0.2198294843,750.2780299159
Travis,458,4263,0.2544496569,1084.7188873647
Travis,459,14151,0.168945883,2390.753190333
Travis,460,5059,0.2256005955,1141.3134126345
Travis,461,6145,0.1490930971,916.1770816795
Travis,462,6716,0.1662997812,1116.8693305392
Travis,463,2629,0.1958832367,514.9770292843
Travis,464,3910,0.1809915412,707.676926092
Travis,465,3131,0.2307318223,722.4213356213
Travis,466,11004,0.136841708,1505.806154832
Travis,467,3658,0.1454818006,532.1724265948
Travis,468,12046,0.1439768404,1734.3450194584
Travis,469,8771,0.1246542206,1093.3421688826
Travis,470,1414,0.1214268593,171.6975790502
Travis,9800,0,0.18232,0
Williamson,201.06,4108,0.1187385497,487.7779621676
Williamson,201.08,3190,0.1279483983,408.155390577
Williamson,201.09,4721,0.1196230217,564.7402854457
Williamson,201.11,4246,0.1364421278,579.3332746388
Williamson,201.13,2595,0.2513150421,652.1625342495
Williamson,201.14,6122,0.2312199212,1415.5283575864
Williamson,201.15,6384,0.114915829,733.622652336
Williamson,201.16,3960,0.1075821005,426.02511798
Williamson,201.17,2275,0.1223613974,278.372179085
Williamson,201.18,4522,0.1063547621,480.9362342162
Williamson,201.19,2817,0.1113022381,313.5384047277
Williamson,201.2,7982,0.121999351,973.798819682
Williamson,201.21,3608,0.1239116863,447.0733641704
Williamson,201.22,2482,0.09629349,239.00044218
Williamson,201.23,3632,0.1532287998,556.5270008736
Williamson,201.24,6499,0.0906459959,589.1083273541
Williamson,202.01,1764,0.1525598949,269.1156546036
Williamson,202.03,3511,0.1026136056,360.2763692616
Williamson,202.05,4456,0.1120282611,499.1979314616
Williamson,202.06,2753,0.140214543,386.010636879
Williamson,202.07,6644,0.1313546877,872.7205450788
Williamson,202.08,3096,0.1105125996,342.1470083616
Williamson,203.1,4892,0.1225165009,599.3507224028
Williamson,203.11,10880,0.1775442913,1931.681889344
Williamson,203.19,8474,0.1326785469,1124.3180064306
Williamson,203.21,2088,0.2007428485,419.151067668
Williamson,203.23,3105,0.1901020298,590.266802529
Williamson,203.25,2216,0.2151620956,476.7992038496
Williamson,203.26,6904,0.1247052087,860.9647608648
Williamson,203.27,5018,0.1572157317,788.9085416706
Williamson,203.29,10811,0.1580975822,1709.1929611642
Williamson,203.3,4714,0.1311698334,618.3345946476
Williamson,203.31,7220,0.1475291083,1065.160161926
Williamson,203.32,3824,0.1441652246,551.2878188704
Williamson,203.33,5283,0.134715348,711.701183484
Williamson,203.34,6805,0.1906927419,1297.6641086295
Williamson,203.35,3858,0.1307836181,504.5631986298
Williamson,203.36,4674,0.1759060716,822.1849786584
Williamson,203.37,5824,0.0998370079,581.4507340096
Williamson,203.38,6880,0.1304192219,897.284246672
Williamson,203.39,3362,0.1639566406,551.2222256972
Williamson,203.4,3991,0.1444351357,576.4406265787
Williamson,203.41,3958,0.1710045955,676.836188989
Williamson,203.42,3681,0.1288511926,474.3012399606
Williamson,203.43,3069,0.194082734,595.639910646
Williamson,203.44,5105,0.1711752109,873.8494516445
Williamson,203.45,8673,0.1037058856,899.4411458088
Williamson,203.46,1542,0.1729825799,266.7391382058
Williamson,203.47,2996,0.1539108532,461.1169161872
Williamson,203.48,2939,0.1529940089,449.6493921571
Williamson,203.49,3556,0.1788245105,635.899959338
Williamson,203.5,7093,0.1232737081,874.3804115533
Williamson,203.51,4272,0.1286819003,549.7290780816
Williamson,203.52,2340,0.1463138808,342.374481072
Williamson,203.53,3533,0.1530859347,540.8526072951
Williamson,203.54,4084,0.144316386,589.388120424
Williamson,203.55,3265,0.1308729282,427.300110573
Williamson,203.56,2907,0.1655469532,481.2449929524
Williamson,204.03,2597,0.1593211512,413.7570296664
Williamson,204.04,4074,0.1319218972,537.4498091928
Williamson,204.05,7790,0.1714079407,1335.267858053
Williamson,204.06,6933,0.1946202255,1349.3020233915
Williamson,204.08,4776,0.1934513142,923.9234766192
Williamson,204.09,5912,0.1651632086,976.4448892432
Williamson,204.1,6275,0.1690541992,1060.81509998
Williamson,204.11,5329,0.1310361158,698.2914610982
Williamson,205.03,6440,0.1310128665,843.72286026
Williamson,205.05,3184,0.0977421334,311.2109527456
Williamson,205.07,3837,0.1686858159,647.2474756083
Williamson,205.08,4919,0.1863780522,916.7936387718
Williamson,205.09,6846,0.1158892358,793.3777082868
Williamson,205.11,4015,0.2002406455,803.9661916825
Williamson,205.12,3753,0.2104632132,789.8684391396
Williamson,205.13,3236,0.2297864189,743.5888515604
Williamson,205.14,3904,0.1121283806,437.7491978624
Williamson,205.15,3949,0.1401614163,553.4974329687
Williamson,205.16,6330,0.1023914199,648.137687967
Williamson,205.17,6454,0.1378692379,889.8080614066
Williamson,206.02,4802,0.1498590437,719.6231278474
Williamson,206.04,9857,0.1310262043,1291.5252957851
Williamson,206.06,4508,0.1066810529,480.9181864732
Williamson,206.07,7047,0.1015429108,715.5728924076
Williamson,206.08,6566,0.1137016067,746.5647495922
Williamson,206.09,2372,0.0950801742,225.5301732024
Williamson,207.01,2835,0.2404059279,681.5508055965
Williamson,207.04,6309,0.241757151,1525.245865659
Williamson,207.06,5114,0.1018858303,521.0441361542
Williamson,207.07,6780,0.1890158077,1281.527176206
Williamson,207.09,3965,0.1938421468,768.584112062
Williamson,207.1,3423,0.2532292018,866.8035577614
Williamson,207.11,4562,0.1352876358,617.1821945196
Williamson,207.12,5354,0.203735016,1090.797275664
Williamson,207.13,3843,0.1595726617,613.2377389131
Williamson,208.08,2023,0.1961946814,396.9018404722
Williamson,208.1,7127,0.148479914,1058.216347078
Williamson,208.11,4382,0.1458656057,639.1830841774
Williamson,208.12,6656,0.1735057689,1154.8543977984
Williamson,208.13,9551,0.1549079765,1479.5260835515
Williamson,208.14,4647,0.1131331552,525.7297722144
Williamson,208.15,1786,0.1055184887,188.4560208182
Williamson,208.16,6213,0.1623767821,1008.8469471873
Williamson,208.17,5815,0.1473849315,857.0433766725
Williamson,208.18,8902,0.118697672,1056.646676144
Williamson,208.19,1515,0.1116158292,169.097981238
Williamson,208.2,7983,0.1476007479,1178.2967704857
Williamson,208.21,3781,0.1522765271,575.7575489651
Williamson,208.22,5311,0.1784958401,947.9914067711
Williamson,209,5138,0.1633127078,839.1006926764
Williamson,210,2886,0.2473184228,713.7609682008
Williamson,211,3035,0.2416259789,733.3348459615
Williamson,212.01,2888,0.1386107188,400.3077558944
Williamson,212.02,4094,0.1650197197,675.5907324518
Williamson,212.03,2826,0.2214927811,625.9385993886
Williamson,213,3489,0.1777940507,620.3234428923
Williamson,214.02,4680,0.2437445877,1140.724670436
Williamson,214.04,5526,0.1594316026,881.0190359676
Williamson,214.05,7386,0.160158989,1182.934292754
Williamson,214.06,4834,0.1585301699,766.3348412966
Williamson,214.07,5521,0.1584721598,874.9247942558
Williamson,215.02,4740,0.2128956722,1009.125486228
Williamson,215.03,4708,0.2217393602,1043.9489078216
Williamson,215.06,3897,0.1441675981,561.8211297957
Williamson,215.09,5179,0.1545749587,800.5437111073
Williamson,215.1,7118,0.1609640103,1145.7418253154
Williamson,215.11,2255,0.1523065031,343.4511644905
Williamson,215.12,4941,0.1581738433,781.5369597453
Williamson,215.13,3017,0.2328413966,702.4824935422
Williamson,215.14,4184,0.1932597292,808.5987069728
Williamson,215.15,5092,0.1760229662,896.3089438904
Williamson,215.16,2486,0.1940082299,482.3044595314
Williamson,215.17,2989,0.1833660094,548.0810020966
Williamson,215.18,3926,0.2014253993,790.7961176518
Williamson,216.01,11165,0.1690056732,1886.948341278
Williamson,216.02,3587,0.1486184889,533.0945196843
Williamson,216.03,3517,0.1427024776,501.8846137192
Travis,0,0,0.18232,0
